gdsn_attribute_name,gdsn_occurrences,gdsn_bms_ids,gdsn_data_type,gdsn_code_list,proposed_webvoc_property,proposed_webvoc_label,proposed_webvoc_range,match_percentage,suggestion_status,auto_emit,match_reasons,second_candidate,second_percentage,third_candidate,third_percentage,source_versions,review_note,review_consensus_status,reviewer_count,accept_count,needs_human_review_count,reject_count,no_equivalent_count,mean_reviewer_confidence,reviewer_decisions,recommended_action
dailyValueIntakePercent,1,1731,decimal,,gs1:dailyValueIntakePercent,Daily Value Intake Percent,xsd:float,100.0,strong_candidate,false,"exacte naam; gedeelde termen: daily, intake, percent; definitie-overlap: authorities, base, daily, expressed, intake, market, nutrient, percentage; datatype/range compatible",gs1:juiceContentPercent,36.1,gs1:value,29.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
date,8,5954 | 6649 | 6669 | 6705 | 6713 | 6721 | 6729 | 6737,date,,gs1:dueDate,Due Date,xsd:date,60.2,review_candidate,false,matige naamgelijkenis (57%); gedeelde termen: date; datatype/range compatible,gs1:sellByDate,53.7,gs1:harvestDate,52.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,4,1,1,0,0,67.5,antigravity=needs_human_review | gemini=accept | deepresearch=alternative gs1:sellByDate: needs_human_review | chatgpt=alternative gs1:productionVariantEffectiveDateTime: needs_human_review,Keep review-only; authoritative standards review required.
declaredPower/@measurementUnitCode,1,6329,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,62.0,review_candidate,false,"matige naamgelijkenis (60%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:nutrientBasisQuantityType,18.0,gs1:value,16.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,75.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
departmentName,4,4862 | 4999 | 5215 | 6410,string,,gs1:department,Department,rdf:langString,72.4,review_candidate,false,sterke naamgelijkenis (80%); gedeelde termen: department; datatype/range broadly compatible,gs1:ingredientName,17.8,gs1:paymentLink,15.9,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,4,1,2,1,0,77.0,antigravity=needs_human_review | gemini=accept | deepresearch=reject | chatgpt=needs_human_review,Keep review-only; resolve conflicting semantics or target property.
depth/@measurementUnitCode,1,1665,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,71.9,review_candidate,false,"sterke naamgelijkenis (74%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:value,22.3,gs1:nutrientBasisQuantityType,18.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,4,1,2,1,0,80.2,antigravity=needs_human_review | gemini=accept | deepresearch=reject | chatgpt=needs_human_review,Keep review-only; resolve conflicting semantics or target property.
descriptiveSizeDimension,1,7218,Description80,,gs1:descriptiveSize,Descriptive Size,rdf:langString,64.5,review_candidate,false,"sterke naamgelijkenis (74%); gedeelde termen: descriptive, size; datatype/range broadly compatible",gs1:sizeDimension,52.5,gs1:size,33.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,4,0,4,0,0,68.0,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
dietTypeCode,1,1066,DietTypeCode,DietTypeCode,gs1:dietType,Diet Type Code,gs1:DietTypeCode,100.0,strong_candidate,false,"exacte naam; gedeelde termen: diet; definitie-overlap: diet, indicating, suitable; datatype/range broadly compatible; codelijstsignaal",gs1:dietCode,60.0,gs1:dietTypeSubcode,48.8,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",accept_consensus,4,2,1,0,0,97.7,antigravity=accept | gemini=accept | deepresearch=alternative gs1:dietCode: needs_human_review | chatgpt=needs_human_review,Keep review-only until remaining reviewer concerns are resolved.
dietTypeDescription,1,1055,Description70,,gs1:dietTypeDescription,Diet Type Description,rdf:langString,100.0,strong_candidate,false,"exacte naam; gedeelde termen: description, diet; definitie-overlap: diet, diets, free, indication, list, stated, text; datatype/range broadly compatible",gs1:dietType,51.4,gs1:servingSizeDescription,37.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
dietTypeDescription/@languageCode,1,1056,LanguageCode,LanguageCode,gs1:dietTypeDescription,Diet Type Description,rdf:langString,65.8,review_candidate,false,"sterke naamgelijkenis (74%); gedeelde termen: description, diet; datatype/range broadly compatible; codelijstsignaal",gs1:dietType,45.9,gs1:fileLanguageCode,36.2,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,3,1,1,0,1,84.3,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
dietTypeSubcode,1,1067,string [Suggested Code List 434],DietTypeSubCode,gs1:dietTypeSubcode,Diet Type Sub-code,rdf:langString,100.0,strong_candidate,false,"exacte naam; gedeelde termen: diet, subcode; definitie-overlap: agreements, certificate, diet, guarantees, indicates, particular, permitted, set; datatype/range broadly compatible; codelijstsignaal",gs1:dietType,63.0,gs1:dietCode,39.2,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,97.2,antigravity=accept | gemini=accept | deepresearch=needs_human_review | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
discountAmount,1,3369,Amount,,gs1:exactDiscountAmount,Exact Discount Amount,gs1:PriceSpecification,69.1,review_candidate,false,"sterke naamgelijkenis (80%); gedeelde termen: amount, discount; datatype/range broadly compatible",gs1:maximumDiscountAmount,66.8,gs1:minimumDiscountAmount,66.8,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,4,0,3,0,0,67.0,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=alternative gs1:qualifyingProductGTINs: no_equivalent | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
discountPercent,1,3373,decimal,,gs1:exactDiscountPercentage,Exact Discount Percentage,xsd:float,62.1,review_candidate,false,sterke naamgelijkenis (76%); gedeelde termen: discount; datatype/range compatible,gs1:maximumDiscountPercentage,60.4,gs1:minimumDiscountPercentage,60.4,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,4,0,3,0,0,64.0,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=alternative gs1:minimumDiscountPercentage: needs_human_review | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
discountType,1,3374,string,,gs1:discountType,Discount Type,gs1:DiscountTypeCode,100.0,strong_candidate,false,"exacte naam; gedeelde termen: discount; definitie-overlap: discount, example, payment, specifies; datatype/range broadly compatible",gs1:offerDiscount,43.7,gs1:exactDiscountAmount,32.8,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",accept_consensus,4,2,1,0,0,94.7,antigravity=accept | gemini=accept | deepresearch=alternative gs1:offerDiscount: no_equivalent | chatgpt=needs_human_review,Keep review-only until remaining reviewer concerns are resolved.
drainedWeight,1,3775,Measurement,,gs1:drainedWeight,Drained Weight,gs1:QuantitativeValue,100.0,strong_candidate,false,"exacte naam; gedeelde termen: drained, weight; definitie-overlap: 225, drained, example, grm, jar, liquid, pickles, vinegar; datatype/range conflict; maateenheidssignaal",gs1:netWeight,25.5,gs1:grossWeight,24.4,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
drainedWeight/@measurementUnitCode,1,3776,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,62.0,review_candidate,false,"matige naamgelijkenis (60%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:drainedWeight,43.4,gs1:nutrientBasisQuantityType,18.0,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",accept_consensus,3,2,1,0,0,80.3,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=accept,Keep review-only until remaining reviewer concerns are resolved.
dutyFeeTaxAmount,1,1171,Amount,,gs1:dutyFeeTaxAmount,Duty Fee Tax Amount,xsd:float,100.0,strong_candidate,false,"exacte naam; gedeelde termen: amount, duty, fee, tax; definitie-overlap: amount, applicable, current, duty, fee, tax; datatype/range conflict",gs1:dutyFeeTaxRate,44.2,gs1:dutyFeeTaxDescription,39.8,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,95.8,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
dutyFeeTaxCountrySubdivisionCode,1,1176,CountrySubdivisionCode,CountrySubdivisionCode,gs1:countrySubdivisionCode,Country Subdivision Code,xsd:string,62.4,review_candidate,false,"sterke naamgelijkenis (80%); gedeelde termen: country, subdivision; datatype/range broadly compatible; codelijstsignaal",gs1:dutyFeeTaxDescription,32.2,gs1:dutyFeeTaxRate,29.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,69.3,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
dutyFeeTaxRate,1,1178,decimal,,gs1:dutyFeeTaxRate,Duty Fee Tax Rate,xsd:float,100.0,strong_candidate,false,"exacte naam; gedeelde termen: duty, fee, rate, tax; definitie-overlap: applicable, current, duty, percentage, rate, tax; datatype/range compatible",gs1:dutyFeeTaxAmount,58.5,gs1:dutyFeeTaxDescription,31.0,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
dutyFeeTaxTypeDescription,1,1153,Description70,,gs1:dutyFeeTaxDescription,Duty Fee Tax Description,rdf:langString,72.8,review_candidate,false,"sterke naamgelijkenis (81%); gedeelde termen: description, duty, fee, tax; definitie-overlap: audio, description, example, les, supports, sure, tax, taxes; datatype/range broadly compatible",gs1:locationDescription,34.6,gs1:dietTypeDescription,32.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,4,1,3,0,0,81.8,antigravity=needs_human_review | gemini=accept | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
effectiveDateTime,1,144,DateTime,,gs1:productionVariantEffectiveDateTime,Production Variant Effective Date Time,xsd:dateTime,64.6,review_candidate,false,"matige naamgelijkenis (65%); gedeelde termen: date, effective, time; datatype/range compatible",gs1:referencedFileEffectiveEndDateTime,46.0,gs1:referencedFileEffectiveStartDateTime,45.2,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,4,1,3,0,0,71.8,antigravity=needs_human_review | gemini=accept | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
effectiveEndDateTime,2,4592 | 4632,DateTime,,gs1:referencedFileEffectiveEndDateTime,Referenced File Effective End Date,xsd:dateTime,70.5,review_candidate,false,"sterke naamgelijkenis (72%); gedeelde termen: date, effective, end, time; definitie-overlap: date, use; datatype/range compatible",gs1:productionVariantEffectiveDateTime,43.8,gs1:referencedFileEffectiveStartDateTime,43.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,73.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
effectiveStartDateTime,2,4595 | 4635,DateTime,,gs1:referencedFileEffectiveStartDateTime,Referenced File Effective Start Date,xsd:dateTime,74.0,review_candidate,false,"sterke naamgelijkenis (74%); gedeelde termen: date, effective, start, time; definitie-overlap: begins, date; datatype/range compatible",gs1:productionVariantEffectiveDateTime,45.0,gs1:referencedFileEffectiveEndDateTime,42.6,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,4,1,2,0,0,74.3,antigravity=needs_human_review | gemini=accept | deepresearch=alternative gs1:organizationFormationDate: no_equivalent | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
fatInMilkContent,1,879,decimal,,gs1:fatInMilkContent,Fat In Milk Content,xsd:float,100.0,strong_candidate,false,"exacte naam; gedeelde termen: content, fat, milk; definitie-overlap: contained, content, fat, milk, percentage; datatype/range compatible",gs1:netContent,39.5,gs1:juiceContentPercent,33.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
fatPercentageInDryMatter,1,893,decimal,,gs1:fatpercentageInDryMatter,Fat In Dry Matter,xsd:float,74.8,review_candidate,false,"sterke naamgelijkenis (100%); gedeelde termen: dry, fat, matter; definitie-overlap: amount, base, contained, expressed, fat, percentage; datatype/range compatible",gs1:percentageOfAlcoholByVolume,36.9,gs1:ingredientContentPercentage,33.9,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,4,0,4,0,0,77.5,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
feedingAmount/@measurementUnitCode,1,417,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,62.0,review_candidate,false,"matige naamgelijkenis (60%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:exactDiscountAmount,19.4,gs1:maximumDiscountAmount,19.1,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,75.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
fieldOfView/@measurementUnitCode,1,5494,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,63.1,review_candidate,false,"matige naamgelijkenis (63%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:nutrientBasisQuantityType,18.1,gs1:value,17.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,75.3,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
fileBackgroundColourDescription,1,3013,Description70,,gs1:colourDescription,Colour Description,rdf:langString,65.9,review_candidate,false,"matige naamgelijkenis (68%); gedeelde termen: colour, description; definitie-overlap: colour, description; datatype/range broadly compatible",gs1:locationDescription,32.1,gs1:offerDescription,27.8,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,70.7,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
fileEffectiveEndDateTime,10,1102 | 1822 | 1992 | 2075 | 236 | 2878 | 2989 | 3154 | 3982 | 766,DateTime,,gs1:referencedFileEffectiveEndDateTime,Referenced File Effective End Date,xsd:dateTime,86.3,review_candidate,false,"sterke naamgelijkenis (81%); gedeelde termen: date, effective, end, file, time; definitie-overlap: ceases, date, effective, external, link, target, upon, use; datatype/range compatible",gs1:referencedFileEffectiveStartDateTime,59.1,gs1:productionVariantEffectiveDateTime,43.1,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,90.0,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
fileEffectiveStartDateTime,10,1103 | 1823 | 1993 | 2076 | 237 | 2879 | 2990 | 3155 | 3983 | 767,DateTime,,gs1:referencedFileEffectiveStartDateTime,Referenced File Effective Start Date,xsd:dateTime,86.8,review_candidate,false,"sterke naamgelijkenis (83%); gedeelde termen: date, effective, file, start, time; definitie-overlap: begins, date, effective, external, link, target, upon, use; datatype/range compatible",gs1:referencedFileEffectiveEndDateTime,59.1,gs1:productionVariantEffectiveDateTime,42.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,90.0,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
fileLanguageCode,10,1107 | 1827 | 1997 | 2080 | 241 | 2883 | 2994 | 3159 | 3987 | 771,LanguageCode,LanguageCode,gs1:fileLanguageCode,File Language Code,xsd:string,100.0,strong_candidate,false,"exacte naam; gedeelde termen: file, language; definitie-overlap: asset, digital, language, specified, targeted; datatype/range broadly compatible; codelijstsignaal",gs1:availableLanguage,39.5,gs1:referencedFileType,25.0,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
filePixelHeight,1,3021,nonNegativeInteger,,gs1:filePixelHeight,File Pixel Height,xsd:integer,100.0,strong_candidate,false,"exacte naam; gedeelde termen: file, height, pixel; definitie-overlap: along, axis, image, pixels, vertical; datatype/range compatible",gs1:filePixelWidth,55.3,gs1:inPackageHeight,26.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
filePixelWidth,1,3022,nonNegativeInteger,,gs1:filePixelWidth,File Pixel Width,xsd:integer,100.0,strong_candidate,false,"exacte naam; gedeelde termen: file, pixel, width; definitie-overlap: along, axis, horizontal, image, pixels; datatype/range compatible",gs1:filePixelHeight,55.3,gs1:inPackageWidth,24.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
fileSize/@measurementUnitCode,1,3032,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,65.7,review_candidate,false,"matige naamgelijkenis (70%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:size,26.8,gs1:sizeCode,24.1,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,76.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
firmnessOfCheeseCode,1,6752,FirmnessOfCheeseCode,FirmnessOfCheeseCode,gs1:cheeseFirmness,Cheese Firmness,gs1:CheeseFirmnessCode,62.5,review_candidate,false,"matige naamgelijkenis (67%); gedeelde termen: cheese, firmness; definitie-overlap: cheese, firmness; datatype/range broadly compatible",gs1:sharpnessOfCheese,34.4,gs1:dietType,18.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,4,0,3,0,0,64.7,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=alternative gs1:sharpnessOfCheese: no_equivalent | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
fishMeatPoultryTypeCodeReference,1,902,Code,,gs1:meatPoultryType,Meat Poultry Type Code,rdf:langString,68.1,review_candidate,false,"sterke naamgelijkenis (74%); gedeelde termen: meat, poultry; definitie-overlap: beverage, fish, food, meat, poultry; datatype/range broadly compatible",gs1:minimumMeatPoultryContent,26.5,gs1:fishType,22.2,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,4,1,3,0,0,77.8,antigravity=needs_human_review | gemini=accept | deepresearch=needs_human_review | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
functionalName,1,3508,Description35,,gs1:functionalName,Functional Name,rdf:langString,100.0,strong_candidate,false,"exacte naam; gedeelde termen: functional; definitie-overlap: associated, clarify, classification, consumer, describes, gtin, help, service; datatype/range broadly compatible",gs1:packagingFunction,18.9,gs1:organizationLegalName,18.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,97.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
geneticallyModifiedDeclarationCode,2,1258 | 1308,LevelOfContainmentCode,LevelOfContainmentCode,gs1:geneticallyModifiedDeclaration,Genetically Modified Declaration Code,gs1:LevelOfContainmentCode,100.0,strong_candidate,false,"exacte naam; gedeelde termen: declaration, genetically, modified; definitie-overlap: absence, dna, genetically, modified, presence, protein, statement; datatype/range broadly compatible",gs1:preparationCode,22.2,gs1:additionalProductClassificationCode,19.1,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,97.5,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
geneticallyModifiedDeclarationCode/@codeListAgencyName,2,5606 | 5608,string,,gs1:geneticallyModifiedDeclaration,Genetically Modified Declaration Code,gs1:LevelOfContainmentCode,62.0,review_candidate,false,"sterke naamgelijkenis (82%); gedeelde termen: declaration, genetically, modified; datatype/range broadly compatible",gs1:allergenSpecificationAgency,24.1,gs1:sizeCodeListCode,19.4,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,3,1,1,0,1,77.3,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
gln,109,128 | 1294 | 1814 | 1863 | 1984 | 20 | 2067 | 2526 | 2552 | 2562 | 27 | 35 | 4022 | 4029 | 4036 | 4084 | 4091 | 4098 | 4114 | 4119,GLN,,gs1:glnType,Has GLN Type,gs1:GLN_TypeCode,60.7,review_candidate,false,"gedeelde termen: gln; definitie-overlap: gln, identified; datatype/range broadly compatible",gs1:partyGLN,42.0,gs1:locationGLN,38.4,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,4,0,2,0,0,60.0,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=alternative gs1:partyGLN: no_equivalent | chatgpt=alternative gs1:partyGLN: needs_human_review,Keep review-only; authoritative standards review required.
gpcCategoryName,1,163,string,,gs1:gpcCategoryCode,GPC Category Code,xsd:string,68.3,review_candidate,false,"matige naamgelijkenis (69%); gedeelde termen: category, gpc; definitie-overlap: category, classification, global, gpc; datatype/range broadly compatible",gs1:gpcCategoryDescription,53.4,gs1:qualifyingGPCs,23.8,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,4,1,1,0,0,71.5,antigravity=needs_human_review | gemini=accept | deepresearch=alternative gs1:qualifyingGPCs: no_equivalent | chatgpt=alternative gs1:gpcCategoryDescription: needs_human_review,Keep review-only; authoritative standards review required.
grossWeight,3,1666 | 3777 | 5920,Measurement,,gs1:grossWeight,Gross Weight,gs1:QuantitativeValue,100.0,strong_candidate,false,"exacte naam; gedeelde termen: gross, weight; definitie-overlap: 200, all, etc, example, grams, grm, gross, identify; datatype/range conflict; maateenheidssignaal",gs1:netWeight,33.2,gs1:drainedWeight,27.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,95.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
grossWeight/@measurementUnitCode,3,1667 | 3778 | 5921,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,63.1,review_candidate,false,"matige naamgelijkenis (63%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:grossWeight,43.5,gs1:nutrientBasisQuantityType,18.1,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",accept_consensus,3,2,1,0,0,80.7,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=accept,Keep review-only until remaining reviewer concerns are resolved.
growingMethodCode,2,8755 | 8759,GrowingMethodCode,GrowingMethodCode,gs1:growingMethod,Growing Method,gs1:GrowingMethodCode,85.2,review_candidate,false,"sterke naamgelijkenis (85%); gedeelde termen: growing, method; definitie-overlap: cultivated, grown; datatype/range broadly compatible; codelijstsignaal",gs1:maturationMethod,34.8,gs1:acceptedPaymentMethod,25.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,88.5,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
